,temp,dem,dem4,dem10
2018-10-16,  22.5, 349.5, 363.6, 374.1
2018-10-17,  23.4, 377.2, 377.6, 393.9
2018-10-18,  20.2, 376.7, 355.7, 375.4
2018-10-19,  17.3, 359.3, 355.7, 372.3
2018-10-20,  15.5, 324.8, 355.7, 340.5
2018-10-21,  17.1, 298.8, 355.7, 312.7
2018-10-22,  18.4, 348.2, 355.7, 357.1
2018-10-23,  16.7, 347.7, 355.6, 366.5
2018-10-24,  13.8, 360.6, 376.7, 393.0
2018-10-25,  17.1, 360.6, 355.6, 375.3
2018-10-26,  18.0, 349.1, 355.6, 372.2
2018-10-27,  17.1, 314.9, 355.6, 340.4
2018-10-28,  19.2, 289.2, 355.5, 312.6
2018-10-29,  22.8, 348.1, 368.0, 369.0
2018-10-30,  20.5, 365.5, 355.5, 366.3
2018-10-31,  17.3, 353.7, 355.5, 372.6
2018-11-01,  14.2, 349.0, 371.6, 390.7
2018-11-02,  16.0, 358.8, 355.4, 372.1
2018-11-03,  20.4, 334.9, 355.4, 340.2
2018-11-04,  21.5, 311.5, 355.4, 312.5
2018-11-05,  23.3, 370.1, 375.7, 376.3
2018-11-06,  22.0, 364.6, 355.4, 366.2
2018-11-07,  18.3, 355.3, 355.3, 372.4
2018-11-08,  22.5, 375.1, 363.1, 382.5
2018-11-09,  27.3, 416.3, 438.2, 451.6
2018-11-10,  23.0, 377.9, 370.9, 355.1
2018-11-11,  22.9, 337.0, 369.3, 325.9
2018-11-12,  25.1, 379.7, 403.7, 403.2
2018-11-13,  23.9, 370.5, 384.9, 394.6
2018-11-14,  21.5, 355.6, 355.2, 372.3
2018-11-15,  23.5, 373.3, 378.6, 397.4
2018-11-16,  17.1, 365.1, 355.2, 371.8
2018-11-17,  20.4, 346.9, 355.1, 339.9
2018-11-18,  19.2, 298.1, 355.1, 312.2
2018-11-19,  22.1, 304.9, 356.7, 358.0
2018-11-20,  24.4, 376.3, 392.6, 402.0
2018-11-21,  28.0, 428.8, 448.9, 462.3
2018-11-22,  24.3, 406.8, 391.0, 409.3
2018-11-23,  17.5, 356.6, 355.0, 371.6
2018-11-24,  18.8, 326.7, 355.0, 339.8
2018-11-25,  18.6, 305.9, 355.0, 312.0
2018-11-26,  23.0, 361.9, 370.6, 371.4
2018-11-27,  22.3, 359.7, 359.6, 370.3
2018-11-28,  20.6, 362.1, 354.9, 372.0
2018-11-29,  20.3, 364.6, 354.9, 374.6
2018-11-30,  22.1, 363.4, 356.4, 373.0
2018-12-01,  17.7, 318.1, 354.9, 339.7
2018-12-02,  15.1, 285.8, 359.8, 316.7
2018-12-03,  20.9, 341.8, 354.8, 356.2
2018-12-04,  19.1, 363.8, 354.8, 365.6
2018-12-05,  19.5, 373.5, 354.8, 371.9
2018-12-06,  17.8, 349.9, 354.8, 374.4
2018-12-07,  16.5, 347.1, 354.7, 371.4
2018-12-08,  21.8, 314.4, 354.7, 339.5
2018-12-09,  23.8, 316.7, 382.8, 338.8
2018-12-10,  22.8, 405.3, 367.2, 368.1
2018-12-11,  23.2, 423.9, 373.4, 383.5
2018-12-12,  23.5, 407.2, 378.1, 394.3
2018-12-13,  19.3, 406.3, 354.6, 374.3
2018-12-14,  20.5, 385.6, 354.6, 371.2
2018-12-15,  20.9, 341.9, 354.6, 339.4
2018-12-16,  25.5, 344.6, 409.3, 364.2
2018-12-17,  23.5, 400.6, 378.0, 378.5
2018-12-18,  19.2, 365.3, 354.5, 365.3
2018-12-19,  22.3, 377.6, 359.2, 376.1
2018-12-20,  23.9, 393.0, 384.2, 402.7
2018-12-21,  23.7, 377.3, 381.0, 396.6
2018-12-22,  22.2, 360.2, 357.6, 342.3
2018-12-23,  24.9, 361.3, 399.8, 355.1
2018-12-24,  26.4, 387.1, 423.2, 421.9
2018-12-25,  26.7, 362.8, 427.9, 435.8
2018-12-26,  29.3, 464.8, 468.5, 481.2
2018-12-27,  27.8, 465.9, 445.0, 461.2
2018-12-28,  26.3, 453.2, 421.5, 435.6
2018-12-29,  25.4, 428.6, 407.5, 390.2
2018-12-30,  23.9, 347.2, 384.0, 339.9
2018-12-31,  23.0, 344.9, 369.9, 370.7
2019-01-01,  28.1, 369.0, 449.6, 456.7
2019-01-02,  27.9, 452.5, 446.5, 460.0
2019-01-03,  21.7, 374.3, 354.2, 373.9
2019-01-04,  23.5, 376.7, 377.6, 393.3
2019-01-05,  25.7, 380.6, 412.0, 394.6
2019-01-06,  24.5, 350.4, 393.2, 348.8
2019-01-07,  25.0, 377.9, 401.0, 400.6
2019-01-08,  26.6, 416.8, 426.0, 434.1
2019-01-09,  25.7, 422.7, 411.9, 426.8
2019-01-10,  22.2, 352.8, 357.2, 376.7
2019-01-11,  18.5, 340.8, 354.0, 370.7
2019-01-12,  24.4, 345.4, 391.5, 374.9
2019-01-13,  23.8, 329.1, 382.1, 338.1
2019-01-14,  24.1, 381.2, 386.8, 386.9
2019-01-15,  22.5, 384.6, 361.8, 372.3
2019-01-16,  24.5, 402.5, 393.0, 408.6
2019-01-17,  22.1, 378.8, 355.5, 375.1
2019-01-18,  18.9, 346.7, 353.9, 370.5
2019-01-19,  19.9, 323.3, 353.9, 338.7
2019-01-20,  23.0, 313.6, 369.5, 325.9
2019-01-21,  25.9, 400.7, 414.8, 413.9
2019-01-22,  28.5, 465.8, 455.4, 462.3
2019-01-23,  26.7, 470.5, 427.3, 441.5
2019-01-24,  27.1, 472.8, 433.5, 450.1
2019-01-25,  25.4, 456.5, 406.9, 421.5
2019-01-26,  27.4, 415.1, 438.2, 419.7
2019-01-27,  28.3, 416.7, 452.2, 405.5
2019-01-28,  31.3, 518.8, 499.1, 494.9
2019-01-29,  30.9, 544.4, 492.8, 498.3
2019-01-30,  27.3, 480.0, 436.5, 450.4
2019-01-31,  23.7, 456.9, 380.2, 398.9
2019-02-01,  28.4, 473.0, 453.7, 466.4
2019-02-02,  24.8, 378.5, 397.4, 380.5
2019-02-03,  19.7, 311.6, 353.6, 310.6
2019-02-04,  21.8, 366.1, 353.6, 355.0
2019-02-05,  22.6, 389.8, 362.9, 373.4
2019-02-06,  24.3, 417.0, 389.5, 405.2
2019-02-07,  26.7, 448.4, 427.0, 443.8
2019-02-08,  29.1, 473.0, 464.5, 476.8
2019-02-09,  29.8, 436.7, 475.4, 455.5
2019-02-10,  27.9, 420.2, 445.7, 399.2
2019-02-11,  24.0, 405.5, 384.7, 384.9
2019-02-12,  17.7, 344.6, 353.4, 364.2
2019-02-13,  19.9, 349.1, 353.4, 370.4
2019-02-14,  20.2, 360.8, 353.4, 373.0
2019-02-15,  21.7, 380.1, 353.3, 370.0
2019-02-16,  23.4, 369.0, 375.2, 359.2
2019-02-17,  26.4, 371.8, 422.1, 376.5
2019-02-18,  27.5, 465.8, 439.3, 437.3
2019-02-19,  29.6, 501.9, 472.1, 478.3
2019-02-20,  30.9, 530.8, 492.4, 504.1
2019-02-21,  29.3, 530.7, 467.4, 482.6
2019-02-22,  28.3, 517.2, 451.7, 464.5
2019-02-23,  25.2, 424.8, 403.2, 386.1
2019-02-24,  21.1, 348.0, 353.2, 310.2
2019-02-25,  18.5, 353.2, 353.1, 354.5
2019-02-26,  17.0, 345.6, 353.1, 363.9
2019-02-27,  21.1, 352.3, 353.1, 370.2
2019-02-28,  19.6, 367.0, 353.1, 372.8
2019-03-01,  25.0, 389.6, 400.0, 414.8
2019-03-02,  21.8, 360.6, 353.0, 337.8
2019-03-03,  22.5, 340.7, 360.8, 317.6
2019-03-04,  22.6, 326.7, 362.4, 363.4
2019-03-05,  21.7, 326.0, 353.0, 363.8
2019-03-06,  26.4, 406.3, 421.8, 436.2
2019-03-07,  26.6, 444.5, 424.9, 441.8
2019-03-08,  20.0, 363.4, 352.9, 369.5
2019-03-09,  16.1, 311.4, 352.9, 337.7
2019-03-10,  20.0, 290.3, 352.9, 309.9
2019-03-11,  21.3, 341.9, 352.9, 354.3
2019-03-12,  20.7, 357.6, 352.8, 363.6
2019-03-13,  20.8, 356.5, 352.8, 369.9
2019-03-14,  21.3, 365.0, 352.8, 372.5
2019-03-15,  21.9, 367.7, 352.8, 369.4
2019-03-16,  23.8, 338.9, 380.9, 364.6
2019-03-17,  23.8, 315.8, 380.9, 336.8
2019-03-18,  25.2, 371.2, 402.8, 402.2
2019-03-19,  19.9, 357.6, 352.7, 363.5
2019-03-20,  16.7, 345.7, 352.7, 369.7
2019-03-21,  18.0, 345.0, 352.7, 372.3
2019-03-22,  18.2, 345.3, 352.6, 369.2
2019-03-23,  19.7, 320.8, 352.6, 337.4
2019-03-24,  19.6, 295.1, 352.6, 309.6
2019-03-25,  16.2, 340.4, 352.6, 354.0
2019-03-26,  16.8, 341.7, 352.6, 363.4
2019-03-27,  17.5, 347.2, 352.5, 369.6
2019-03-28,  21.4, 351.5, 352.5, 372.2
2019-03-29,  23.3, 363.5, 372.8, 388.6
2019-03-30,  24.8, 350.5, 396.3, 379.4
2019-03-31,  24.5, 327.3, 391.6, 347.1
2019-04-01,  24.4, 367.3, 390.0, 389.9
2019-04-02,  27.4, 352.7, 436.9, 444.4
2019-04-03,  21.6, 374.0, 352.4, 369.5
2019-04-04,  23.6, 371.8, 377.4, 396.1
2019-04-05,  17.7, 347.0, 352.4, 369.0
2019-04-06,  16.9, 318.0, 352.3, 337.1
2019-04-07,  19.0, 296.3, 352.3, 309.4
2019-04-08,  21.0, 343.9, 352.3, 353.7
2019-04-09,  21.6, 358.8, 352.3, 363.1
2019-04-10,  23.1, 365.0, 369.5, 385.9
2019-04-11,  19.1, 370.3, 352.3, 371.9
2019-04-12,  15.2, 352.0, 356.0, 372.4
2019-04-13,  20.1, 322.4, 352.2, 337.0
2019-04-14,  23.2, 307.4, 371.0, 327.3
2019-04-15,  19.6, 354.6, 352.2, 353.5
2019-04-16,  17.1, 352.1, 352.2, 362.9
2019-04-17,  20.4, 353.1, 352.1, 369.2
2019-04-18,  21.3, 346.5, 352.1, 371.8
2019-04-19,  23.4, 317.4, 374.0, 389.7
2019-04-20,  19.7, 317.2, 352.1, 336.8
2019-04-21,  16.3, 299.6, 352.1, 309.1
2019-04-22,  17.0, 341.6, 352.0, 353.4
2019-04-23,  16.8, 351.4, 352.0, 362.8
2019-04-24,  16.3, 359.7, 352.0, 369.0
2019-04-25,  18.9, 359.9, 352.0, 371.6
2019-04-26,  17.6, 358.6, 352.0, 368.5
2019-04-27,  18.3, 326.5, 351.9, 336.7
2019-04-28,  20.2, 296.4, 351.9, 308.9
2019-04-29,  19.6, 343.7, 351.9, 353.3
2019-04-30,  14.6, 345.0, 363.0, 373.4
2019-05-01,  15.0, 295.6, 358.1, 374.9
2019-05-02,  19.5, 343.4, 351.8, 371.5
2019-05-03,  21.9, 353.4, 351.8, 368.4
2019-05-04,  19.1, 328.6, 351.8, 336.6
2019-05-05,  19.0, 307.4, 351.8, 308.8
2019-05-06,  17.3, 350.1, 351.8, 353.1
2019-05-07,  14.6, 363.8, 362.9, 373.3
2019-05-08,  17.2, 361.6, 351.7, 368.8
2019-05-09,  17.6, 364.4, 351.7, 371.3
2019-05-10,  16.7, 364.2, 351.7, 368.3
2019-05-11,  15.6, 334.5, 351.7, 336.4
2019-05-12,  17.4, 308.4, 351.6, 308.7
2019-05-13,  18.3, 351.6, 351.6, 353.0
2019-05-14,  12.7, 369.7, 386.4, 395.9
2019-05-15,  15.5, 370.6, 351.6, 368.6
2019-05-16,  16.6, 368.4, 351.6, 371.2
2019-05-17,  19.7, 359.0, 351.5, 368.1
2019-05-18,  21.1, 325.0, 351.5, 336.3
2019-05-19,  15.1, 311.2, 356.5, 313.3
2019-05-20,  14.0, 377.7, 370.1, 370.8
2019-05-21,  14.2, 391.7, 367.6, 377.8
2019-05-22,  13.8, 397.3, 372.5, 388.8
2019-05-23,  12.5, 401.2, 388.7, 406.9
2019-05-24,  14.5, 393.6, 363.8, 379.9
2019-05-25,  14.5, 345.3, 363.8, 348.1
2019-05-26,  15.0, 328.8, 357.6, 314.4
2019-05-27,  15.5, 380.6, 351.3, 352.7
2019-05-28,  14.5, 388.9, 363.7, 374.1
2019-05-29,  11.5, 383.6, 401.0, 416.2
2019-05-30,  12.0, 415.5, 394.7, 412.8
2019-05-31,  14.0, 406.2, 369.9, 385.8
2019-06-01,  15.0, 364.1, 357.4, 342.0
2019-06-02,  15.5, 335.2, 351.2, 308.2
2019-06-03,  16.0, 382.6, 351.2, 352.6
2019-06-04,  15.4, 388.4, 352.4, 363.2
2019-06-05,  16.1, 388.7, 351.2, 368.2
2019-06-06,  17.4, 381.5, 351.1, 370.8
2019-06-07,  15.1, 381.8, 356.1, 372.5
2019-06-08,  14.4, 362.8, 364.8, 349.0
2019-06-09,  14.6, 335.5, 362.3, 318.9
2019-06-10,  16.8, 377.3, 351.1, 352.4
2019-06-11,  15.0, 393.5, 357.2, 367.8
2019-06-12,  19.0, 383.1, 351.0, 368.0
2019-06-13,  17.6, 388.9, 351.0, 370.6
2019-06-14,  15.8, 392.7, 351.0, 367.6
2019-06-15,  13.5, 382.7, 375.8, 359.6
2019-06-16,  15.4, 247.5, 352.2, 309.1
2019-06-17,  15.7, 353.0, 350.9, 352.3
2019-06-18,  12.3, 408.8, 390.6, 399.9
2019-06-19,  14.0, 411.0, 369.5, 385.8
2019-06-20,  11.0, 378.7, 406.7, 424.3
2019-06-21,  13.6, 398.4, 374.4, 390.1
2019-06-22,  17.0, 352.2, 350.8, 335.6
2019-06-23,  18.8, 324.1, 350.8, 307.8
2019-06-24,  13.2, 385.6, 379.3, 379.6
2019-06-25,  11.9, 417.6, 395.5, 404.6
2019-06-26,   9.4, 448.3, 426.5, 440.7
2019-06-27,  11.4, 442.9, 401.6, 419.4
2019-06-28,  13.4, 428.6, 376.8, 392.4
2019-06-29,  12.9, 386.5, 383.0, 366.5
2019-06-30,  10.6, 373.9, 411.5, 366.3
2019-07-01,   7.9, 438.4, 445.0, 442.9
2019-07-02,  11.5, 446.9, 400.3, 409.2
2019-07-03,   8.1, 454.8, 442.5, 456.1
2019-07-04,   7.3, 470.9, 452.4, 468.3
2019-07-05,   6.1, 477.1, 467.3, 479.5
2019-07-06,   6.3, 440.4, 464.8, 445.3
2019-07-07,   8.3, 405.2, 439.9, 393.6
2019-07-08,   9.8, 419.5, 421.3, 420.0
2019-07-09,  13.4, 379.1, 376.6, 386.4
2019-07-10,  13.5, 408.9, 375.3, 391.4
2019-07-11,  13.9, 404.8, 370.3, 389.2
2019-07-12,  14.8, 400.3, 359.1, 375.4
2019-07-13,   9.8, 385.7, 421.2, 403.3
2019-07-14,   9.2, 365.5, 428.6, 382.7
2019-07-15,  13.1, 416.4, 380.2, 380.4
2019-07-16,  10.4, 424.6, 413.7, 422.1
2019-07-17,  13.3, 417.5, 377.6, 393.6
2019-07-18,  14.6, 412.1, 361.5, 380.7
2019-07-19,  14.9, 401.0, 357.7, 374.0
2019-07-20,  16.0, 358.9, 350.3, 335.0
2019-07-21,  19.8, 313.4, 350.2, 307.2
2019-07-22,  12.9, 393.2, 382.5, 382.7
2019-07-23,   9.8, 435.9, 421.0, 429.1
2019-07-24,   9.7, 445.0, 422.2, 436.5
2019-07-25,  10.6, 458.9, 411.0, 428.4
2019-07-26,  12.3, 445.1, 389.9, 405.0
2019-07-27,  12.1, 390.2, 392.3, 375.5
2019-07-28,  11.8, 369.3, 396.0, 351.3
2019-07-29,  13.5, 413.3, 374.9, 375.3
2019-07-30,  13.0, 415.3, 381.1, 390.7
2019-07-31,  15.7, 398.8, 350.0, 367.1
2019-08-01,  14.8, 401.5, 358.7, 378.0
2019-08-02,  11.1, 418.6, 404.6, 419.2
2019-08-03,  11.4, 387.6, 400.9, 383.8
2019-08-04,  13.4, 357.6, 376.0, 332.1
2019-08-05,  14.6, 400.3, 361.1, 362.1
2019-08-06,  17.1, 390.9, 349.9, 360.7
2019-08-07,  13.9, 395.8, 369.8, 386.1
2019-08-08,  12.5, 427.7, 387.1, 405.4
2019-08-09,   9.3, 449.2, 426.8, 440.6
2019-08-10,  10.5, 400.1, 411.9, 394.4
2019-08-11,  12.8, 354.3, 383.3, 339.1
2019-08-12,  11.6, 420.5, 398.2, 397.8
2019-08-13,   6.7, 452.0, 459.0, 465.8
2019-08-14,   6.1, 460.9, 466.5, 479.2
2019-08-15,  12.2, 441.8, 390.7, 408.8
2019-08-16,  15.5, 399.7, 349.7, 366.3
2019-08-17,  14.4, 350.6, 363.4, 347.6
2019-08-18,  10.0, 355.9, 418.0, 372.4
2019-08-19,   6.2, 424.7, 465.1, 462.2
2019-08-20,   8.2, 448.1, 440.3, 447.7
2019-08-21,   9.9, 439.4, 419.2, 433.6
2019-08-22,  12.3, 426.1, 389.3, 407.5
2019-08-23,  12.0, 410.5, 393.0, 408.0
2019-08-24,  13.9, 368.4, 369.4, 353.4
2019-08-25,  15.0, 330.0, 355.8, 312.5
2019-08-26,  18.3, 364.1, 349.5, 350.9
2019-08-27,  18.1, 361.8, 349.5, 360.3
2019-08-28,  21.3, 360.1, 349.5, 366.5
2019-08-29,  19.7, 359.6, 349.5, 369.1
2019-08-30,  13.6, 369.0, 373.0, 388.7
2019-08-31,  13.6, 343.7, 373.0, 356.9
2019-09-01,  11.1, 332.2, 404.0, 359.0
2019-09-02,  11.3, 403.4, 401.5, 400.9
2019-09-03,   8.3, 425.7, 438.8, 446.2
2019-09-04,   8.6, 432.5, 435.0, 448.9
2019-09-05,   8.9, 438.1, 431.3, 447.9
2019-09-06,  12.2, 417.0, 390.3, 405.3
2019-09-07,  15.6, 356.8, 349.3, 334.0
2019-09-08,  15.0, 328.1, 355.5, 312.2
2019-09-09,  13.5, 395.1, 374.1, 374.5
2019-09-10,  14.1, 400.1, 366.6, 376.7
2019-09-11,  14.5, 399.3, 361.6, 378.2
2019-09-12,  13.7, 390.7, 371.5, 390.3
2019-09-13,  14.1, 375.2, 366.5, 382.5
2019-09-14,  16.0, 335.7, 349.1, 333.9
2019-09-15,  18.0, 304.8, 349.1, 306.1
2019-09-16,  16.7, 359.2, 349.1, 350.4
2019-09-17,  16.6, 363.6, 349.1, 359.8
2019-09-18,  15.5, 356.0, 349.1, 366.1
2019-09-19,  17.0, 363.3, 349.0, 368.7
2019-09-20,  13.8, 366.1, 370.1, 385.9
2019-09-21,  17.7, 330.3, 349.0, 333.7
2019-09-22,  14.1, 303.5, 366.4, 322.7
2019-09-23,  15.2, 348.3, 352.7, 353.9
2019-09-24,  19.2, 352.6, 348.9, 359.7
2019-09-25,  22.6, 348.8, 358.3, 375.0
2019-09-26,  20.2, 348.4, 348.9, 368.5
2019-09-27,  16.6, 349.0, 348.9, 365.4
2019-09-28,  17.8, 323.5, 348.9, 333.6
2019-09-29,  21.5, 307.0, 348.8, 305.8
2019-09-30,  23.1, 360.1, 366.0, 366.7
2019-10-01,  15.5, 372.4, 348.8, 359.6
2019-10-02,  14.3, 362.5, 363.7, 380.1
2019-10-03,  10.7, 378.0, 408.4, 425.8
2019-10-04,  13.2, 384.5, 377.3, 392.8
2019-10-05,  15.3, 335.3, 351.2, 335.9
2019-10-06,  16.0, 296.6, 348.7, 305.7
2019-10-07,  19.5, 341.0, 348.7, 350.0
2019-10-08,  19.1, 353.8, 348.7, 359.4
2019-10-09,  21.1, 362.0, 348.6, 365.7
2019-10-10,  22.0, 381.7, 348.6, 368.2
2019-10-11,  21.6, 393.7, 348.6, 365.2
2019-10-12,  18.2, 357.9, 348.6, 333.3
2019-10-13,  16.3, 322.7, 348.6, 305.6
2019-10-14,  11.2, 354.6, 401.9, 401.3
2019-10-15,  11.3, 395.2, 400.7, 409.5
2019-10-16,  14.1, 390.4, 365.9, 382.3
2019-10-17,  17.2, 381.6, 348.5, 368.1
2019-10-18,  18.5, 358.4, 348.5, 365.0
2019-10-19,  17.2, 321.6, 348.4, 333.2
2019-10-20,  15.6, 296.4, 348.4, 305.4
2019-10-21,  16.0, 349.1, 348.4, 349.7
2019-10-22,  17.5, 354.5, 348.4, 359.1
2019-10-23,  16.9, 356.2, 348.4, 365.4
2019-10-24,  18.1, 359.0, 348.3, 368.0
2019-10-25,  23.3, 366.0, 368.7, 384.4
2019-10-26,  25.2, 346.6, 398.3, 381.1
2019-10-27,  23.3, 329.5, 368.6, 324.8
2019-10-28,  19.8, 385.1, 348.3, 349.6
2019-10-29,  17.4, 385.2, 348.2, 359.0
2019-10-30,  19.0, 373.6, 348.2, 365.2
2019-10-31,  18.7, 358.3, 348.2, 367.8
2019-11-01,  19.7, 371.1, 348.2, 364.7
2019-11-02,  24.2, 348.4, 382.6, 366.0
2019-11-03,  18.4, 305.5, 348.2, 305.1
2019-11-04,  20.7, 364.9, 348.1, 349.5
2019-11-05,  20.0, 365.8, 348.1, 358.9
2019-11-06,  22.3, 369.9, 352.8, 369.6
2019-11-07,  24.7, 382.6, 390.3, 408.3
2019-11-08,  19.5, 380.2, 348.1, 364.6
2019-11-09,  21.7, 345.0, 348.0, 332.8
2019-11-10,  20.0, 315.8, 348.0, 305.0
2019-11-11,  21.4, 375.4, 348.0, 349.3
2019-11-12,  23.3, 397.4, 368.3, 378.3
2019-11-13,  26.2, 406.6, 413.6, 428.1
2019-11-14,  24.7, 410.8, 390.1, 408.1
2019-11-15,  24.7, 417.0, 390.1, 405.0
2019-11-16,  22.5, 365.1, 355.7, 340.1
2019-11-17,  24.7, 346.0, 390.1, 345.4
2019-11-18,  27.8, 370.8, 438.5, 436.4
2019-11-19,  25.3, 433.6, 399.4, 408.2
2019-11-20,  29.3, 474.6, 461.9, 474.5
2019-11-21,  27.0, 473.1, 426.0, 442.5
2019-11-22,  21.9, 407.8, 347.8, 364.3
2019-11-23,  17.5, 340.1, 347.8, 332.5
2019-11-24,  21.3, 313.1, 347.7, 304.7
2019-11-25,  20.6, 368.9, 347.7, 349.0
2019-11-26,  21.7, 358.7, 347.7, 358.4
2019-11-27,  20.7, 356.9, 347.7, 364.7
2019-11-28,  22.9, 381.2, 361.7, 380.8
2019-11-29,  25.1, 398.6, 396.1, 410.8
2019-11-30,  22.6, 348.6, 357.0, 341.4
2019-12-01,  20.0, 301.9, 347.6, 304.6
2019-12-02,  20.2, 355.2, 347.6, 348.9
2019-12-03,  21.3, 355.3, 347.6, 358.3
2019-12-04,  20.8, 350.2, 347.5, 364.5
2019-12-05,  18.7, 347.7, 347.5, 367.1
2019-12-06,  24.1, 370.2, 380.3, 395.6
2019-12-07,  19.5, 344.7, 347.5, 332.2
2019-12-08,  26.5, 331.6, 417.8, 372.1
2019-12-09,  28.3, 433.4, 445.9, 443.4
2019-12-10,  30.7, 485.3, 483.4, 488.9
2019-12-11,  30.4, 502.7, 478.7, 490.6
2019-12-12,  23.3, 406.4, 367.7, 386.5
2019-12-13,  18.8, 382.1, 347.4, 363.9
2019-12-14,  24.3, 377.3, 383.3, 366.6
2019-12-15,  22.2, 325.4, 350.4, 307.3
2019-12-16,  21.4, 376.3, 347.3, 348.6
2019-12-17,  23.0, 405.2, 362.9, 373.0
2019-12-18,  26.9, 437.6, 423.9, 437.9
2019-12-19,  27.6, 462.7, 434.8, 451.0
2019-12-20,  22.9, 411.8, 361.3, 377.3
2019-12-21,  19.2, 330.6, 347.2, 331.9
2019-12-22,  18.9, 311.6, 347.2, 304.1
2019-12-23,  23.8, 374.9, 375.3, 375.5
2019-12-24,  26.9, 383.6, 423.7, 431.5
2019-12-25,  22.6, 310.4, 356.5, 373.1
2019-12-26,  21.4, 364.0, 347.1, 366.7
2019-12-27,  26.9, 438.5, 423.7, 437.3
2019-12-28,  27.7, 431.9, 436.2, 417.4
2019-12-29,  28.4, 411.1, 447.1, 400.2
2019-12-30,  24.3, 423.8, 383.0, 382.9
2019-12-31,  25.0, 384.8, 393.9, 402.8
