,temp,dem,dem9
2010-12-03,  20.6, 355.5, 374.3
2010-12-04,  22.7, 315.0, 353.2
2010-12-05,  21.6, 288.0, 314.9
2010-12-06,  25.8, 359.2, 417.5
2010-12-07,  28.0, 381.0, 460.5
2010-12-08,  23.0, 316.0, 390.1
2010-12-09,  21.8, 352.1, 377.4
2010-12-10,  22.6, 361.4, 383.5
2010-12-11,  23.4, 329.0, 364.0
2010-12-12,  15.6, 272.8, 314.9
2010-12-13,  19.5, 321.5, 359.2
2010-12-14,  24.9, 348.0, 413.0
2010-12-15,  26.8, 374.4, 448.4
2010-12-16,  26.2, 389.1, 441.8
2010-12-17,  28.7, 398.3, 477.0
2010-12-18,  22.7, 331.3, 353.2
2010-12-19,  22.6, 298.1, 324.1
2010-12-20,  26.6, 368.5, 429.7
2010-12-21,  27.0, 397.6, 445.2
2010-12-22,  29.3, 418.3, 486.7
2010-12-23,  29.6, 419.1, 493.9
2010-12-24,  27.6, 356.2, 460.2
2010-12-25,  28.6, 311.3, 443.7
2010-12-26,  27.8, 336.6, 403.8
2010-12-27,  28.9, 413.6, 465.0
2010-12-28,  29.3, 407.9, 480.5
2010-12-29,  26.4, 395.0, 442.3
2010-12-30,  26.2, 384.8, 441.8
2010-12-31,  26.8, 338.4, 447.9
2011-01-01,  24.7, 294.5, 383.9
2011-01-02,  26.0, 306.3, 376.2
2011-01-03,  25.9, 363.5, 419.0
2011-01-04,  25.7, 367.9, 425.3
2011-01-05,  25.7, 353.9, 431.5
2011-01-06,  25.2, 352.4, 426.5
2011-01-07,  27.0, 367.8, 451.0
2011-01-08,  25.7, 337.9, 399.2
2011-01-09,  25.4, 300.6, 367.0
2011-01-10,  24.1, 344.8, 391.4
2011-01-11,  24.2, 355.4, 402.3
2011-01-12,  24.9, 366.1, 419.3
2011-01-13,  26.7, 385.0, 449.5
2011-01-14,  26.5, 389.1, 443.3
2011-01-15,  26.0, 362.8, 403.8
2011-01-16,  26.4, 330.7, 382.3
2011-01-17,  21.7, 342.7, 359.2
2011-01-18,  24.6, 365.6, 408.4
2011-01-19,  22.8, 373.3, 387.1
2011-01-20,  21.4, 348.0, 377.4
2011-01-21,  24.0, 356.8, 405.0
2011-01-22,  27.0, 348.8, 419.2
2011-01-23,  28.4, 340.6, 413.0
2011-01-24,  29.3, 417.0, 471.1
2011-01-25,  29.3, 425.2, 480.5
2011-01-26,  27.2, 404.6, 454.5
2011-01-27,  25.5, 403.4, 431.1
2011-01-28,  28.0, 402.1, 466.3
2011-01-29,  24.5, 359.1, 380.8
2011-01-30,  27.9, 346.2, 405.3
2011-01-31,  26.9, 389.6, 434.3
2011-02-01,  21.3, 353.7, 368.6
2011-02-02,  24.1, 363.3, 407.0
2011-02-03,  28.0, 393.5, 469.4
2011-02-04,  23.9, 380.2, 403.5
2011-02-05,  25.9, 354.5, 402.3
2011-02-06,  20.1, 306.1, 314.9
2011-02-07,  22.6, 357.1, 368.4
2011-02-08,  22.2, 348.3, 371.6
2011-02-09,  22.0, 349.3, 374.8
2011-02-10,  21.5, 350.3, 377.4
2011-02-11,  23.1, 358.2, 391.2
2011-02-12,  24.2, 338.0, 376.2
2011-02-13,  26.3, 318.1, 380.8
2011-02-14,  23.3, 370.4, 379.1
2011-02-15,  25.1, 384.6, 416.1
2011-02-16,  25.8, 396.6, 433.1
2011-02-17,  28.7, 417.1, 480.1
2011-02-18,  24.5, 389.2, 412.7
2011-02-19,  24.3, 337.5, 377.8
2011-02-20,  24.2, 308.3, 348.6
2011-02-21,  24.9, 369.3, 403.7
2011-02-22,  25.2, 380.6, 417.6
2011-02-23,  23.3, 369.0, 394.7
2011-02-24,  22.7, 352.0, 388.1
2011-02-25,  22.2, 348.7, 377.4
2011-02-26,  22.8, 329.8, 354.8
2011-02-27,  24.6, 317.8, 354.7
2011-02-28,  24.3, 379.2, 394.5
2011-03-01,  24.1, 380.3, 400.8
2011-03-02,  24.7, 380.9, 416.2
2011-03-03,  25.5, 387.5, 431.1
2011-03-04,  25.1, 397.2, 421.9
2011-03-05,  25.8, 359.1, 400.8
2011-03-06,  25.2, 322.6, 363.9
2011-03-07,  25.7, 324.7, 415.9
2011-03-08,  27.1, 344.8, 446.8
2011-03-09,  28.1, 417.8, 468.3
2011-03-10,  27.7, 432.8, 464.8
2011-03-11,  27.4, 429.5, 457.1
2011-03-12,  24.9, 368.7, 387.0
2011-03-13,  16.8, 287.1, 314.9
2011-03-14,  17.1, 327.6, 359.2
2011-03-15,  20.1, 340.2, 368.6
2011-03-16,  22.3, 350.8, 379.4
2011-03-17,  23.8, 356.5, 405.0
2011-03-18,  19.7, 345.3, 374.3
2011-03-19,  18.6, 322.9, 342.5
2011-03-20,  21.6, 298.9, 314.9
2011-03-21,  23.7, 363.3, 385.3
2011-03-22,  26.5, 390.3, 437.6
2011-03-23,  20.6, 360.2, 374.8
2011-03-24,  18.2, 304.7, 377.4
2011-03-25,  19.9, 299.1, 374.3
2011-03-26,  21.7, 302.2, 342.5
2011-03-27,  17.4, 280.6, 314.9
2011-03-28,  17.3, 330.3, 359.2
2011-03-29,  19.3, 341.0, 368.6
2011-03-30,  20.3, 349.1, 374.8
2011-03-31,  22.2, 358.8, 380.5
2011-04-01,  23.5, 362.1, 397.3
2011-04-02,  22.3, 313.4, 347.1
2011-04-03,  22.1, 295.3, 316.4
2011-04-04,  17.1, 339.2, 359.2
2011-04-05,  18.6, 344.1, 368.6
2011-04-06,  18.4, 350.0, 374.8
2011-04-07,  21.4, 351.3, 377.4
2011-04-08,  18.7, 343.8, 374.3
2011-04-09,  17.0, 310.6, 342.5
2011-04-10,  20.8, 287.1, 314.9
2011-04-11,  21.3, 339.5, 359.2
2011-04-12,  23.0, 351.3, 383.9
2011-04-13,  23.8, 349.8, 402.4
2011-04-14,  19.6, 339.5, 377.4
2011-04-15,  16.7, 333.8, 374.3
2011-04-16,  16.1, 306.9, 342.5
2011-04-17,  17.5, 280.4, 314.9
2011-04-18,  15.8, 324.9, 359.2
2011-04-19,  16.7, 330.2, 368.6
2011-04-20,  17.2, 336.6, 374.8
2011-04-21,  14.6, 327.1, 388.0
2011-04-22,  19.0, 285.0, 374.3
2011-04-23,  15.4, 293.3, 343.7
2011-04-24,  16.9, 274.5, 314.9
2011-04-25,  17.3, 326.8, 359.2
2011-04-26,  18.1, 335.9, 368.6
2011-04-27,  20.5, 339.5, 374.8
2011-04-28,  21.9, 340.6, 377.4
2011-04-29,  18.3, 337.7, 374.3
2011-04-30,  18.0, 310.0, 342.5
2011-05-01,  12.9, 271.8, 345.6
2011-05-02,  11.1, 338.1, 411.2
2011-05-03,  11.7, 352.0, 413.4
2011-05-04,  15.7, 348.3, 374.8
2011-05-05,  17.7, 343.4, 377.4
2011-05-06,  14.4, 340.6, 387.3
2011-05-07,  17.8, 315.9, 342.5
2011-05-08,  13.6, 288.6, 337.3
2011-05-09,  12.6, 344.1, 393.5
2011-05-10,  16.1, 349.0, 368.6
2011-05-11,  19.3, 345.9, 374.8
2011-05-12,  15.3, 343.6, 379.8
2011-05-13,  16.5, 347.7, 374.3
2011-05-14,  16.4, 320.2, 342.5
2011-05-15,  14.1, 292.7, 331.4
2011-05-16,  16.1, 339.9, 359.2
2011-05-17,  17.1, 347.2, 368.6
2011-05-18,  16.8, 346.9, 374.8
2011-05-19,  17.6, 347.0, 377.4
2011-05-20,  18.5, 347.6, 374.3
2011-05-21,  19.5, 318.4, 342.5
2011-05-22,  15.4, 294.4, 316.1
2011-05-23,  10.6, 353.3, 417.1
2011-05-24,  11.8, 366.6, 412.3
2011-05-25,  14.4, 317.5, 387.8
2011-05-26,  11.3, 360.2, 427.0
2011-05-27,  12.8, 364.6, 406.2
2011-05-28,  14.3, 334.7, 356.7
2011-05-29,  12.2, 307.2, 353.9
2011-05-30,  13.9, 360.4, 378.1
2011-05-31,  14.2, 361.7, 383.9
2011-06-01,  12.1, 361.0, 415.0
2011-06-02,  13.1, 366.6, 405.8
2011-06-03,  12.2, 367.4, 413.3
2011-06-04,   7.6, 348.9, 435.8
2011-06-05,   9.3, 326.9, 388.1
2011-06-06,  11.1, 381.9, 411.2
2011-06-07,  10.4, 383.2, 428.8
2011-06-08,  11.2, 382.7, 425.6
2011-06-09,  13.5, 377.5, 401.0
2011-06-10,  13.7, 371.8, 395.6
2011-06-11,  16.4, 331.7, 342.5
2011-06-12,  15.7, 303.7, 314.9
2011-06-13,  11.6, 367.6, 405.3
2011-06-14,  11.5, 381.2, 415.8
2011-06-15,  14.7, 375.4, 384.3
2011-06-16,  17.9, 366.1, 377.4
2011-06-17,  14.8, 368.7, 382.6
2011-06-18,  13.6, 348.8, 364.9
2011-06-19,  16.8, 303.7, 314.9
2011-06-20,  13.8, 313.4, 379.3
2011-06-21,  11.8, 376.8, 412.3
2011-06-22,  12.4, 384.8, 411.4
2011-06-23,  11.3, 384.4, 427.0
2011-06-24,  12.0, 383.4, 415.7
2011-06-25,   8.5, 373.0, 425.2
2011-06-26,   6.4, 350.7, 422.4
2011-06-27,   8.4, 404.0, 443.1
2011-06-28,  10.1, 407.3, 432.3
2011-06-29,  11.1, 404.8, 426.8
2011-06-30,   9.1, 409.6, 453.0
2011-07-01,   6.7, 413.9, 478.3
2011-07-02,   5.9, 386.3, 455.9
2011-07-03,   5.7, 363.4, 430.6
2011-07-04,   6.6, 416.2, 464.3
2011-07-05,   8.2, 416.6, 454.8
2011-07-06,   7.6, 415.2, 468.1
2011-07-07,  11.2, 406.1, 428.2
2011-07-08,  12.1, 392.3, 414.5
2011-07-09,  15.5, 333.3, 342.5
2011-07-10,  14.0, 307.5, 332.6
2011-07-11,  15.3, 353.9, 361.6
2011-07-12,  17.2, 350.5, 368.6
2011-07-13,  12.5, 358.7, 410.2
2011-07-14,  12.9, 366.4, 408.1
2011-07-15,  16.1, 362.2, 374.3
2011-07-16,  14.0, 331.9, 360.2
2011-07-17,   9.5, 312.9, 385.8
2011-07-18,  11.5, 381.8, 406.4
2011-07-19,   9.1, 402.3, 444.2
2011-07-20,   7.4, 405.5, 470.5
2011-07-21,  10.6, 393.9, 435.3
2011-07-22,  12.0, 383.4, 415.7
2011-07-23,  12.0, 346.1, 383.8
2011-07-24,  13.7, 307.9, 336.1
2011-07-25,  18.9, 338.1, 359.2
2011-07-26,  13.0, 352.1, 398.1
2011-07-27,  10.8, 364.6, 430.3
2011-07-28,  13.8, 359.3, 397.5
2011-07-29,  10.7, 373.2, 431.0
2011-07-30,   5.7, 365.3, 458.3
2011-07-31,   5.9, 353.5, 428.3
2011-08-01,   5.9, 416.4, 472.6
2011-08-02,   8.4, 420.3, 452.4
2011-08-03,  10.8, 405.4, 430.3
2011-08-04,   7.6, 402.2, 470.7
2011-08-05,  13.7, 383.0, 395.6
2011-08-06,  12.7, 335.6, 375.6
2011-08-07,  13.7, 303.5, 336.1
2011-08-08,  13.2, 365.6, 386.4
2011-08-09,  14.4, 364.4, 381.6
2011-08-10,  16.0, 355.2, 374.8
2011-08-11,  18.3, 344.0, 377.4
2011-08-12,  15.8, 350.7, 374.3
2011-08-13,  13.0, 321.0, 372.0
2011-08-14,  10.6, 294.1, 372.8
2011-08-15,  12.3, 357.8, 397.0
2011-08-16,  12.7, 368.6, 401.6
2011-08-17,  11.4, 371.8, 423.2
2011-08-18,  12.7, 373.5, 410.5
2011-08-19,   9.1, 388.3, 449.9
2011-08-20,  10.1, 365.9, 406.3
2011-08-21,   5.9, 333.4, 428.3
2011-08-22,   5.8, 341.3, 473.8
2011-08-23,   8.0, 384.4, 457.2
2011-08-24,  11.7, 381.1, 419.7
2011-08-25,  11.7, 373.0, 422.3
2011-08-26,   9.6, 375.6, 444.0
2011-08-27,  11.1, 349.5, 394.5
2011-08-28,  13.5, 303.8, 338.5
2011-08-29,  12.9, 349.3, 389.9
2011-08-30,  13.4, 356.8, 393.4
2011-08-31,  10.8, 363.0, 430.3
2011-09-01,  10.4, 364.2, 437.7
2011-09-02,  13.3, 359.1, 400.3
2011-09-03,  18.1, 318.1, 342.5
2011-09-04,  14.0, 298.5, 332.6
2011-09-05,  12.1, 346.8, 399.4
2011-09-06,  13.8, 348.2, 388.6
2011-09-07,  15.0, 334.2, 380.7
2011-09-08,  17.5, 336.4, 377.4
2011-09-09,  18.4, 335.3, 374.3
2011-09-10,  17.5, 307.5, 342.5
2011-09-11,  12.3, 283.3, 352.7
2011-09-12,  19.8, 328.0, 359.2
2011-09-13,  13.8, 337.5, 388.6
2011-09-14,  14.2, 343.3, 390.2
2011-09-15,  15.5, 340.6, 377.4
2011-09-16,  17.3, 345.4, 374.3
2011-09-17,  17.6, 307.2, 342.5
2011-09-18,  13.3, 283.0, 340.9
2011-09-19,  15.0, 327.1, 365.1
2011-09-20,  15.1, 331.8, 373.3
2011-09-21,  19.3, 329.7, 374.8
2011-09-22,  15.4, 342.6, 378.6
2011-09-23,  13.1, 345.3, 402.7
2011-09-24,  15.0, 311.9, 348.4
2011-09-25,  18.9, 279.2, 314.9
2011-09-26,  21.9, 328.9, 359.2
2011-09-27,  18.9, 337.3, 368.6
2011-09-28,  20.6, 344.0, 374.8
2011-09-29,  19.6, 343.9, 377.4
2011-09-30,  18.0, 343.2, 374.3
2011-10-01,  17.3, 308.0, 342.5
2011-10-02,  18.0, 276.4, 314.9
2011-10-03,  11.2, 326.6, 410.0
2011-10-04,  13.9, 339.9, 387.5
2011-10-05,  16.0, 337.2, 374.8
2011-10-06,  18.3, 340.8, 377.4
2011-10-07,  16.5, 344.5, 374.3
2011-10-08,  17.1, 309.9, 342.5
2011-10-09,  18.5, 277.9, 314.9
2011-10-10,  17.0, 277.8, 359.2
2011-10-11,  17.8, 326.5, 368.6
2011-10-12,  15.2, 339.0, 378.3
2011-10-13,  18.3, 333.5, 377.4
2011-10-14,  17.7, 329.8, 374.3
2011-10-15,  20.8, 304.4, 342.5
2011-10-16,  19.3, 270.0, 314.9
2011-10-17,  15.5, 322.1, 359.2
2011-10-18,  16.7, 333.1, 368.6
2011-10-19,  17.1, 333.1, 374.8
2011-10-20,  20.3, 338.4, 377.4
2011-10-21,  21.4, 344.2, 374.3
2011-10-22,  19.4, 311.3, 342.5
2011-10-23,  15.7, 275.6, 314.9
2011-10-24,  18.5, 323.7, 359.2
2011-10-25,  18.0, 327.4, 368.6
2011-10-26,  15.6, 324.9, 374.8
2011-10-27,  15.4, 327.3, 378.6
2011-10-28,  18.8, 333.3, 374.3
2011-10-29,  19.9, 300.6, 342.5
2011-10-30,  16.0, 267.3, 314.9
2011-10-31,  15.6, 319.7, 359.2
2011-11-01,  18.8, 329.4, 368.6
2011-11-02,  20.4, 336.6, 374.8
2011-11-03,  22.9, 350.5, 391.2
2011-11-04,  22.0, 357.9, 374.3
2011-11-05,  23.3, 326.1, 362.4
2011-11-06,  19.9, 295.8, 314.9
2011-11-07,  23.1, 358.0, 376.1
2011-11-08,  23.8, 373.1, 396.2
2011-11-09,  22.4, 356.4, 380.9
2011-11-10,  18.3, 333.2, 377.4
2011-11-11,  17.4, 332.0, 374.3
2011-11-12,  22.6, 309.6, 351.7
2011-11-13,  22.5, 276.8, 322.5
2011-11-14,  20.1, 327.0, 359.2
2011-11-15,  22.4, 341.3, 374.7
2011-11-16,  22.1, 353.3, 376.3
2011-11-17,  22.6, 352.9, 386.6
2011-11-18,  23.4, 362.6, 395.8
2011-11-19,  25.8, 336.9, 400.8
2011-11-20,  22.1, 291.3, 316.4
2011-11-21,  20.9, 329.0, 359.2
2011-11-22,  21.1, 343.7, 368.6
2011-11-23,  22.6, 355.6, 384.0
2011-11-24,  25.3, 383.7, 428.0
2011-11-25,  27.2, 401.0, 454.1
2011-11-26,  24.4, 359.6, 379.3
2011-11-27,  28.5, 334.3, 414.5
2011-11-28,  27.3, 339.7, 440.5
2011-11-29,  26.4, 401.8, 436.0
2011-11-30,  19.3, 346.3, 374.8
2011-12-01,  15.8, 333.6, 377.4
2011-12-02,  19.4, 349.5, 374.3
2011-12-03,  21.5, 332.2, 342.5
2011-12-04,  22.6, 304.1, 324.1
2011-12-05,  24.7, 365.4, 400.6
2011-12-06,  24.0, 374.4, 399.2
2011-12-07,  23.0, 379.6, 390.1
2011-12-08,  24.4, 330.6, 414.2
2011-12-09,  24.3, 332.2, 409.6
2011-12-10,  25.6, 348.0, 397.7
2011-12-11,  26.1, 328.3, 377.7
2011-12-12,  21.1, 356.2, 359.2
2011-12-13,  19.1, 352.5, 368.6
2011-12-14,  21.0, 356.6, 374.8
2011-12-15,  20.2, 359.2, 377.4
2011-12-16,  21.1, 360.8, 374.3
2011-12-17,  21.7, 334.3, 342.5
2011-12-18,  22.8, 317.9, 327.1
2011-12-19,  24.0, 396.1, 389.9
2011-12-20,  27.2, 428.3, 448.3
2011-12-21,  27.9, 430.3, 465.3
2011-12-22,  25.6, 412.2, 432.6
2011-12-23,  20.3, 362.8, 374.3
2011-12-24,  16.7, 287.6, 342.5
2011-12-25,  20.2, 250.1, 314.9
2011-12-26,  23.1, 335.1, 376.1
2011-12-27,  25.0, 382.8, 414.6
2011-12-28,  25.2, 389.6, 423.9
2011-12-29,  25.3, 384.8, 428.0
2011-12-30,  25.6, 380.6, 429.5
2011-12-31,  25.2, 342.9, 391.6
2012-01-01,  25.5, 300.3, 368.5
2012-01-02,  28.0, 378.2, 451.2
2012-01-03,  24.0, 393.6, 399.2
2012-01-04,  23.1, 387.3, 391.7
2012-01-05,  26.7, 402.3, 449.5
2012-01-06,  31.2, 404.0, 515.4
2012-01-07,  25.6, 361.2, 397.7
2012-01-08,  26.1, 344.8, 377.7
2012-01-09,  30.6, 436.6, 491.1
2012-01-10,  31.0, 435.0, 506.5
2012-01-11,  24.8, 376.1, 417.7
2012-01-12,  23.5, 355.2, 400.4
2012-01-13,  22.5, 358.0, 382.0
2012-01-14,  23.3, 333.9, 362.4
2012-01-15,  25.2, 318.4, 363.9
2012-01-16,  26.7, 389.9, 431.3
2012-01-17,  28.3, 407.5, 465.1
2012-01-18,  27.4, 412.6, 457.6
2012-01-19,  28.7, 429.6, 480.1
2012-01-20,  31.3, 436.5, 516.9
2012-01-21,  29.2, 390.4, 452.9
2012-01-22,  26.1, 342.6, 377.7
2012-01-23,  26.1, 401.3, 422.1
2012-01-24,  25.7, 366.0, 425.3
2012-01-25,  20.7, 348.0, 374.8
2012-01-26,  21.9, 352.8, 377.4
2012-01-27,  25.0, 366.8, 420.3
2012-01-28,  26.2, 349.5, 406.9
2012-01-29,  28.3, 352.0, 411.5
2012-01-30,  25.5, 402.1, 412.9
2012-01-31,  25.9, 386.0, 428.4
2012-02-01,  27.6, 391.9, 460.7
2012-02-02,  25.9, 389.7, 437.2
2012-02-03,  26.2, 404.0, 438.7
2012-02-04,  28.9, 396.4, 448.3
2012-02-05,  27.0, 363.5, 391.5
2012-02-06,  27.3, 431.8, 440.5
2012-02-07,  28.9, 454.8, 474.3
2012-02-08,  25.9, 392.4, 434.6
2012-02-09,  21.9, 364.7, 377.4
2012-02-10,  21.7, 362.9, 374.3
2012-02-11,  23.6, 338.1, 367.0
2012-02-12,  24.6, 327.1, 354.7
2012-02-13,  26.1, 402.6, 422.1
2012-02-14,  27.6, 428.6, 454.4
2012-02-15,  28.4, 447.2, 472.9
2012-02-16,  27.6, 449.8, 463.3
2012-02-17,  26.2, 435.6, 438.7
2012-02-18,  30.3, 408.3, 469.8
2012-02-19,  24.3, 347.2, 350.1
2012-02-20,  24.5, 333.5, 397.5
2012-02-21,  22.8, 310.8, 380.8
2012-02-22,  20.4, 352.1, 374.8
2012-02-23,  20.6, 353.6, 377.4
2012-02-24,  20.5, 360.7, 374.3
2012-02-25,  24.4, 338.5, 379.3
2012-02-26,  22.1, 297.8, 316.4
2012-02-27,  22.0, 315.7, 359.2
2012-02-28,  20.6, 362.0, 368.6
2012-02-29,  22.7, 368.1, 385.5
2012-03-01,  21.5, 347.5, 377.4
2012-03-02,  22.6, 355.1, 383.5
2012-03-03,  25.6, 344.0, 397.7
2012-03-04,  27.2, 347.8, 394.6
2012-03-05,  25.1, 406.7, 406.7
2012-03-06,  23.6, 385.5, 393.1
2012-03-07,  25.2, 399.8, 423.9
2012-03-08,  25.3, 411.3, 428.0
2012-03-09,  25.0, 414.7, 420.3
2012-03-10,  25.6, 380.0, 397.7
2012-03-11,  25.2, 362.5, 363.9
2012-03-12,  23.1, 405.2, 376.1
2012-03-13,  23.4, 378.1, 390.0
2012-03-14,  19.9, 355.0, 374.8
2012-03-15,  18.4, 349.5, 377.4
2012-03-16,  19.9, 351.8, 374.3
2012-03-17,  23.6, 330.1, 367.0
2012-03-18,  24.2, 319.8, 348.6
2012-03-19,  25.7, 391.4, 415.9
2012-03-20,  21.4, 366.6, 368.6
2012-03-21,  22.6, 356.4, 384.0
2012-03-22,  19.4, 344.0, 377.4
2012-03-23,  16.7, 335.1, 374.3
2012-03-24,  16.7, 293.7, 342.5
2012-03-25,  19.9, 281.0, 314.9
2012-03-26,  17.7, 328.6, 359.2
2012-03-27,  13.0, 334.1, 398.1
2012-03-28,  15.4, 339.0, 376.0
2012-03-29,  19.6, 337.4, 377.4
2012-03-30,  19.0, 340.8, 374.3
2012-03-31,  21.1, 316.1, 342.5
2012-04-01,  22.7, 288.8, 325.6
2012-04-02,  22.7, 298.5, 369.9
2012-04-03,  21.4, 341.2, 368.6
2012-04-04,  23.2, 347.9, 393.2
2012-04-05,  18.6, 300.0, 377.4
2012-04-06,  17.4, 264.7, 374.3
2012-04-07,  21.3, 286.2, 342.5
2012-04-08,  19.3, 274.3, 314.9
2012-04-09,  19.5, 330.1, 359.2
2012-04-10,  21.7, 342.7, 368.6
2012-04-11,  21.6, 346.6, 374.8
2012-04-12,  20.4, 350.0, 377.4
2012-04-13,  20.3, 348.4, 374.3
2012-04-14,  22.6, 313.0, 351.7
2012-04-15,  19.6, 280.3, 314.9
2012-04-16,  19.6, 332.5, 359.2
2012-04-17,  21.5, 342.2, 368.6
2012-04-18,  19.9, 345.9, 374.8
2012-04-19,  22.5, 346.0, 385.1
2012-04-20,  21.3, 347.8, 374.3
2012-04-21,  17.0, 309.2, 342.5
2012-04-22,  13.0, 281.7, 344.4
2012-04-23,  14.7, 333.4, 368.6
2012-04-24,  10.7, 347.0, 425.3
2012-04-25,  11.1, 357.3, 426.8
2012-04-26,  13.6, 356.3, 399.9
2012-04-27,  11.8, 362.0, 418.0
2012-04-28,  11.6, 340.7, 388.6
2012-04-29,  10.8, 311.6, 370.4
2012-04-30,  11.3, 307.4, 408.8
2012-05-01,  14.5, 284.1, 380.4
2012-05-02,  16.8, 337.1, 374.8
2012-05-03,  17.9, 341.7, 377.4
2012-05-04,  18.7, 339.7, 374.3
2012-05-05,  18.7, 312.0, 342.5
2012-05-06,  18.3, 286.0, 314.9
2012-05-07,  20.5, 333.5, 359.2
2012-05-08,  20.4, 341.4, 368.6
2012-05-09,  19.5, 346.4, 374.8
2012-05-10,  18.7, 334.8, 377.4
2012-05-11,  16.0, 345.7, 374.3
2012-05-12,  12.6, 329.9, 376.8
2012-05-13,  12.4, 304.0, 351.5
2012-05-14,  16.8, 345.9, 359.2
2012-05-15,  15.9, 351.8, 368.6
2012-05-16,  17.9, 348.5, 374.8
2012-05-17,  18.8, 348.4, 377.4
2012-05-18,  16.8, 354.5, 374.3
2012-05-19,  14.7, 329.8, 351.9
2012-05-20,  17.9, 300.0, 314.9
2012-05-21,  15.8, 355.1, 359.2
2012-05-22,  15.0, 364.1, 374.5
2012-05-23,  15.7, 364.8, 374.8
2012-05-24,  15.8, 359.6, 377.4
2012-05-25,  16.7, 313.2, 374.3
2012-05-26,  17.1, 315.8, 342.5
2012-05-27,  17.9, 294.4, 314.9
2012-05-28,  17.9, 341.7, 359.2
2012-05-29,  20.6, 347.2, 368.6
2012-05-30,  14.6, 349.2, 385.4
2012-05-31,  12.6, 357.6, 411.7
2012-06-01,  13.2, 359.8, 401.5
2012-06-02,  18.3, 325.1, 342.5
2012-06-03,  12.2, 307.2, 353.9
2012-06-04,   8.9, 374.3, 437.2
2012-06-05,   9.2, 387.9, 443.0
2012-06-06,   6.2, 409.5, 484.7
2012-06-07,   5.5, 417.2, 495.6
2012-06-08,   8.8, 416.0, 453.5
2012-06-09,   9.5, 383.7, 413.4
2012-06-10,  10.4, 343.8, 375.1
2012-06-11,  11.5, 389.0, 406.4
2012-06-12,  14.1, 385.9, 385.1
2012-06-13,  18.1, 367.4, 374.8
2012-06-14,  17.1, 358.3, 377.4
2012-06-15,  12.3, 379.9, 412.1
2012-06-16,   7.5, 371.2, 437.0
2012-06-17,   8.5, 348.9, 397.6
2012-06-18,   9.9, 403.3, 425.3
2012-06-19,  10.9, 400.6, 422.9
2012-06-20,  12.3, 348.7, 412.6
2012-06-21,  13.8, 381.6, 397.5
2012-06-22,  13.2, 381.5, 401.5
2012-06-23,  14.5, 347.9, 354.3
2012-06-24,  14.9, 319.1, 322.0
2012-06-25,   8.5, 384.1, 441.9
2012-06-26,  13.0, 385.6, 398.1
2012-06-27,  18.0, 364.4, 374.8
2012-06-28,  16.8, 364.6, 377.4
2012-06-29,  16.2, 363.9, 374.3
2012-06-30,  14.5, 340.7, 354.3
2012-07-01,  18.8, 303.9, 314.9
2012-07-02,  13.1, 381.5, 387.5
2012-07-03,   9.5, 402.1, 439.4
2012-07-04,   8.0, 416.4, 463.4
2012-07-05,   8.3, 416.2, 462.5
2012-07-06,   9.0, 416.5, 451.1
2012-07-07,   8.1, 382.6, 429.9
2012-07-08,  10.4, 348.4, 375.1
2012-07-09,   9.7, 345.9, 427.7
2012-07-10,   7.9, 405.2, 458.3
2012-07-11,   6.1, 424.2, 485.9
2012-07-12,   8.8, 416.7, 456.6
2012-07-13,  12.0, 401.2, 415.7
2012-07-14,   8.5, 374.4, 425.2
2012-07-15,   5.7, 359.4, 430.6
2012-07-16,   7.1, 412.5, 458.4
2012-07-17,   7.8, 415.3, 459.5
2012-07-18,  11.5, 406.0, 422.1
2012-07-19,  13.0, 388.7, 406.9
2012-07-20,  14.1, 376.1, 390.9
2012-07-21,  15.0, 341.8, 348.4
2012-07-22,   9.8, 320.0, 382.2
2012-07-23,   9.1, 382.2, 434.8
2012-07-24,  10.0, 396.0, 433.5
2012-07-25,   7.8, 403.5, 465.8
2012-07-26,  11.3, 400.4, 427.0
2012-07-27,   6.4, 401.4, 481.8
2012-07-28,  12.2, 358.8, 381.5
2012-07-29,  10.0, 334.3, 379.8
2012-07-30,   6.5, 404.0, 465.5
2012-07-31,  11.1, 414.7, 420.5
2012-08-01,  11.9, 399.6, 417.3
2012-08-02,  10.7, 403.5, 434.1
2012-08-03,  10.7, 405.9, 431.0
2012-08-04,  10.3, 367.3, 403.9
2012-08-05,  11.9, 331.7, 357.4
2012-08-06,  11.6, 387.1, 405.3
2012-08-07,  15.3, 387.8, 370.9
2012-08-08,  13.8, 386.4, 394.9
2012-08-09,  13.6, 378.7, 399.9
2012-08-10,  15.9, 363.9, 374.3
2012-08-11,  15.2, 338.4, 346.0
2012-08-12,  13.8, 304.9, 335.0
2012-08-13,  11.0, 365.3, 412.4
2012-08-14,  13.2, 380.7, 395.7
2012-08-15,  16.0, 369.9, 374.8
2012-08-16,  14.6, 366.7, 388.0
2012-08-17,  16.0, 366.8, 374.3
2012-08-18,  16.1, 332.0, 342.5
2012-08-19,  14.8, 294.4, 323.1
2012-08-20,  14.5, 306.9, 371.0
2012-08-21,  15.5, 352.8, 368.6
2012-08-22,  18.8, 353.7, 374.8
2012-08-23,  24.4, 350.1, 414.2
2012-08-24,  15.6, 365.5, 374.3
2012-08-25,   8.5, 354.5, 425.2
2012-08-26,   7.1, 334.9, 414.1
2012-08-27,   8.7, 389.5, 439.5
2012-08-28,   9.9, 388.9, 434.7
