,temp,dem,dem9
2007-01-01,  29.2, 277.6, 469.6
2007-01-02,  26.0, 325.4, 429.9
2007-01-03,  25.0, 325.5, 420.8
2007-01-04,  25.0, 334.0, 423.4
2007-01-05,  22.6, 320.3, 383.5
2007-01-06,  20.9, 281.2, 342.5
2007-01-07,  23.0, 255.5, 330.2
2007-01-08,  25.2, 308.1, 408.3
2007-01-09,  25.8, 340.4, 426.8
2007-01-10,  24.8, 337.5, 417.7
2007-01-11,  26.1, 331.3, 440.3
2007-01-12,  26.8, 333.8, 447.9
2007-01-13,  28.0, 302.3, 434.5
2007-01-14,  18.1, 250.0, 314.9
2007-01-15,  22.0, 294.7, 359.2
2007-01-16,  24.8, 307.5, 411.5
2007-01-17,  25.9, 314.2, 434.6
2007-01-18,  26.4, 326.1, 444.9
2007-01-19,  22.4, 312.7, 380.5
2007-01-20,  24.8, 283.5, 385.4
2007-01-21,  25.5, 265.4, 368.5
2007-01-22,  24.6, 317.5, 399.1
2007-01-23,  24.1, 329.1, 400.8
2007-01-24,  24.7, 324.4, 416.2
2007-01-25,  23.7, 316.7, 403.5
2007-01-26,  26.2, 321.6, 438.7
2007-01-27,  25.4, 292.7, 394.6
2007-01-28,  24.2, 260.6, 348.6
2007-01-29,  22.9, 304.1, 373.0
2007-01-30,  25.1, 316.2, 416.1
2007-01-31,  24.6, 328.4, 414.7
2007-02-01,  27.7, 343.0, 464.8
2007-02-02,  28.6, 355.6, 475.5
2007-02-03,  28.9, 328.2, 448.3
2007-02-04,  26.9, 282.4, 390.0
2007-02-05,  25.7, 325.7, 415.9
2007-02-06,  27.9, 335.6, 459.0
2007-02-07,  22.6, 323.0, 384.0
2007-02-08,  23.3, 325.1, 397.3
2007-02-09,  24.6, 325.3, 414.2
2007-02-10,  25.8, 296.1, 400.8
2007-02-11,  22.2, 263.2, 317.9
2007-02-12,  23.2, 312.3, 377.6
2007-02-13,  25.2, 325.4, 417.6
2007-02-14,  27.0, 340.7, 451.5
2007-02-15,  28.0, 348.9, 469.4
2007-02-16,  19.5, 326.2, 374.3
2007-02-17,  19.7, 270.7, 342.5
2007-02-18,  19.2, 239.2, 314.9
2007-02-19,  18.9, 291.4, 359.2
2007-02-20,  23.7, 305.9, 394.6
2007-02-21,  24.0, 316.0, 405.5
2007-02-22,  23.5, 333.5, 400.4
2007-02-23,  25.9, 343.0, 434.1
2007-02-24,  28.4, 322.6, 440.6
2007-02-25,  29.0, 313.7, 422.2
2007-02-26,  26.0, 351.1, 420.5
2007-02-27,  22.0, 334.9, 368.6
2007-02-28,  21.0, 319.3, 374.8
2007-03-01,  21.0, 315.0, 377.4
2007-03-02,  18.5, 295.3, 374.3
2007-03-03,  20.7, 273.7, 342.5
2007-03-04,  20.2, 252.2, 314.9
2007-03-05,  22.9, 305.7, 373.0
2007-03-06,  23.8, 325.5, 396.2
2007-03-07,  24.8, 331.5, 417.7
2007-03-08,  22.3, 327.2, 382.0
2007-03-09,  22.5, 308.6, 382.0
2007-03-10,  20.2, 276.3, 342.5
2007-03-11,  21.5, 254.9, 314.9
2007-03-12,  25.5, 316.7, 412.9
2007-03-13,  24.4, 337.2, 405.4
2007-03-14,  23.8, 329.1, 402.4
2007-03-15,  21.8, 317.0, 377.4
2007-03-16,  21.8, 305.7, 374.3
2007-03-17,  21.8, 278.3, 342.5
2007-03-18,  21.8, 253.3, 314.9
2007-03-19,  22.1, 309.7, 360.7
2007-03-20,  24.2, 321.3, 402.3
2007-03-21,  24.4, 328.1, 411.6
2007-03-22,  25.3, 331.0, 428.0
2007-03-23,  20.2, 312.7, 374.3
2007-03-24,  19.3, 268.9, 342.5
2007-03-25,  23.4, 255.0, 336.3
2007-03-26,  23.1, 313.0, 376.1
2007-03-27,  21.4, 318.2, 368.6
2007-03-28,  21.8, 315.4, 374.8
2007-03-29,  21.9, 316.1, 377.4
2007-03-30,  21.5, 315.6, 374.3
2007-03-31,  20.0, 278.8, 342.5
2007-04-01,  21.0, 248.4, 314.9
2007-04-02,  23.7, 258.3, 385.3
2007-04-03,  18.5, 300.2, 368.6
2007-04-04,  21.4, 305.0, 374.8
2007-04-05,  20.6, 292.4, 377.4
2007-04-06,  22.0, 249.6, 374.3
2007-04-07,  22.6, 260.9, 351.7
2007-04-08,  18.7, 241.6, 314.9
2007-04-09,  16.3, 288.1, 359.2
2007-04-10,  19.1, 300.0, 368.6
2007-04-11,  16.9, 302.6, 374.8
2007-04-12,  16.0, 298.6, 377.4
2007-04-13,  18.4, 299.3, 374.3
2007-04-14,  19.3, 283.5, 342.5
2007-04-15,  18.4, 257.2, 314.9
2007-04-16,  21.1, 309.1, 359.2
2007-04-17,  24.6, 325.0, 408.4
2007-04-18,  24.8, 337.4, 417.7
2007-04-19,  27.1, 340.9, 455.6
2007-04-20,  21.1, 318.7, 374.3
2007-04-21,  14.5, 284.8, 354.3
2007-04-22,  17.3, 260.4, 314.9
2007-04-23,  16.0, 301.8, 359.2
2007-04-24,  17.8, 303.1, 368.6
2007-04-25,  11.7, 305.6, 419.7
2007-04-26,  13.5, 308.8, 401.0
2007-04-27,  13.5, 307.4, 397.9
2007-04-28,  14.0, 280.8, 360.2
2007-04-29,  15.8, 254.7, 314.9
2007-04-30,  18.8, 292.2, 359.2
2007-05-01,  21.1, 241.5, 368.6
2007-05-02,  18.4, 298.3, 374.8
2007-05-03,  18.8, 309.3, 377.4
2007-05-04,  19.5, 312.9, 374.3
2007-05-05,  18.0, 285.7, 342.5
2007-05-06,  16.0, 256.8, 314.9
2007-05-07,   9.8, 310.3, 426.5
2007-05-08,   9.7, 327.8, 437.1
2007-05-09,   8.7, 328.9, 455.1
2007-05-10,  11.5, 328.3, 424.7
2007-05-11,  13.7, 319.8, 395.6
2007-05-12,  10.8, 299.3, 398.0
2007-05-13,  12.6, 272.4, 349.1
2007-05-14,  11.5, 319.4, 406.4
2007-05-15,  15.5, 325.4, 368.6
2007-05-16,  14.4, 323.5, 387.8
2007-05-17,  11.1, 322.5, 429.4
2007-05-18,  14.7, 313.0, 383.8
2007-05-19,  15.5, 291.5, 342.5
2007-05-20,  15.2, 263.1, 318.4
2007-05-21,  14.3, 311.9, 373.4
2007-05-22,  12.8, 325.6, 400.5
2007-05-23,   9.7, 330.9, 443.3
2007-05-24,  10.5, 328.9, 436.5
2007-05-25,  12.2, 283.9, 413.3
2007-05-26,  13.0, 291.4, 372.0
2007-05-27,  10.3, 277.8, 376.3
2007-05-28,   3.6, 349.5, 499.8
2007-05-29,   6.6, 356.0, 473.7
2007-05-30,   5.8, 353.4, 489.4
2007-05-31,   8.4, 353.0, 461.3
2007-06-01,  11.6, 340.4, 420.4
2007-06-02,  11.7, 311.2, 387.4
2007-06-03,  14.0, 276.1, 332.6
2007-06-04,  13.1, 320.2, 387.5
2007-06-05,  15.3, 325.1, 370.9
2007-06-06,  12.5, 326.8, 410.2
2007-06-07,  11.9, 330.2, 419.9
2007-06-08,   9.7, 336.8, 442.8
2007-06-09,  11.1, 312.6, 394.5
2007-06-10,  10.6, 280.3, 372.8
2007-06-11,  11.9, 329.4, 401.7
2007-06-12,  10.9, 340.9, 422.9
2007-06-13,  13.1, 343.0, 403.2
2007-06-14,  10.0, 351.3, 442.4
2007-06-15,   7.2, 351.0, 472.4
2007-06-16,   7.3, 319.8, 439.4
2007-06-17,   9.3, 277.6, 388.1
2007-06-18,   5.9, 291.7, 472.6
2007-06-19,  10.6, 339.4, 426.4
2007-06-20,  12.1, 340.8, 415.0
2007-06-21,  12.2, 334.4, 416.4
2007-06-22,  12.7, 333.2, 407.4
2007-06-23,  10.8, 305.6, 398.0
2007-06-24,   7.4, 287.3, 410.6
2007-06-25,  10.5, 338.7, 418.3
2007-06-26,  10.6, 338.0, 426.4
2007-06-27,  11.0, 334.6, 428.0
2007-06-28,   9.4, 337.6, 449.5
2007-06-29,  12.3, 332.2, 412.1
2007-06-30,   9.5, 305.5, 413.4
2007-07-01,   9.0, 284.4, 391.7
2007-07-02,   9.3, 334.6, 432.4
2007-07-03,   9.1, 341.4, 444.2
2007-07-04,  11.4, 329.4, 423.2
2007-07-05,  15.0, 320.4, 383.3
2007-07-06,  13.2, 315.5, 401.5
2007-07-07,   7.6, 308.1, 435.8
2007-07-08,   6.2, 289.3, 424.7
2007-07-09,   3.1, 302.6, 505.7
2007-07-10,   4.2, 350.8, 502.0
2007-07-11,   6.1, 352.0, 485.9
2007-07-12,   6.1, 349.5, 488.5
2007-07-13,   8.1, 345.7, 461.7
2007-07-14,   9.4, 312.9, 414.6
2007-07-15,   7.9, 283.3, 404.7
2007-07-16,  12.4, 322.2, 395.8
2007-07-17,  13.4, 320.2, 393.4
2007-07-18,  12.9, 319.7, 405.5
2007-07-19,  14.6, 313.8, 388.0
2007-07-20,  14.4, 309.4, 387.3
2007-07-21,  10.9, 297.2, 396.8
2007-07-22,   9.4, 279.8, 386.9
2007-07-23,   8.7, 328.0, 439.5
2007-07-24,   9.1, 336.3, 444.2
2007-07-25,   6.9, 339.7, 476.4
2007-07-26,  12.2, 326.6, 416.4
2007-07-27,   7.5, 329.5, 468.8
2007-07-28,   4.8, 311.2, 468.9
2007-07-29,   6.5, 286.0, 421.2
2007-07-30,   8.8, 330.5, 438.3
2007-07-31,  10.0, 328.0, 433.5
2007-08-01,   7.5, 343.7, 469.3
2007-08-02,   6.2, 351.5, 487.3
2007-08-03,   6.8, 358.0, 477.1
2007-08-04,   7.9, 322.8, 432.3
2007-08-05,   6.2, 299.9, 424.7
2007-08-06,   8.5, 343.1, 441.9
2007-08-07,  11.1, 333.3, 420.5
2007-08-08,  13.2, 323.8, 402.0
2007-08-09,  13.6, 324.8, 399.9
2007-08-10,   9.6, 335.9, 444.0
2007-08-11,   9.2, 308.6, 416.9
2007-08-12,   9.7, 284.9, 383.4
2007-08-13,  14.3, 315.6, 373.4
2007-08-14,  18.9, 309.6, 368.6
2007-08-15,  13.8, 309.5, 394.9
2007-08-16,   8.8, 328.2, 456.6
2007-08-17,   6.2, 343.1, 484.2
2007-08-18,   8.2, 320.4, 428.7
2007-08-19,   7.8, 293.3, 405.8
2007-08-20,   8.8, 283.2, 438.3
2007-08-21,  11.0, 324.5, 421.7
2007-08-22,   9.2, 327.5, 449.2
2007-08-23,  12.4, 321.1, 414.0
2007-08-24,  12.7, 322.8, 407.4
2007-08-25,   9.8, 308.5, 409.8
2007-08-26,   8.1, 288.8, 402.3
2007-08-27,  10.0, 327.9, 424.2
2007-08-28,  13.9, 324.4, 387.5
2007-08-29,   9.6, 325.6, 444.5
2007-08-30,   9.8, 325.0, 444.8
2007-08-31,  11.8, 316.7, 418.0
2007-09-01,  12.8, 285.5, 374.4
2007-09-02,  15.6, 258.0, 314.9
2007-09-03,  18.7, 296.5, 359.2
2007-09-04,  22.9, 299.3, 382.4
2007-09-05,  15.3, 307.5, 377.2
2007-09-06,  18.0, 303.9, 377.4
2007-09-07,  20.7, 295.1, 374.3
2007-09-08,  24.0, 281.8, 373.2
2007-09-09,  24.6, 260.4, 354.7
2007-09-10,  23.6, 306.4, 383.7
2007-09-11,  20.2, 309.8, 368.6
2007-09-12,  14.9, 314.2, 381.9
2007-09-13,  17.9, 314.5, 377.4
2007-09-14,  19.4, 309.6, 374.3
2007-09-15,  13.4, 290.0, 367.3
2007-09-16,  13.2, 266.1, 342.0
2007-09-17,  14.3, 313.7, 373.4
2007-09-18,  14.7, 316.0, 378.0
2007-09-19,  14.6, 308.1, 385.4
2007-09-20,  13.8, 304.3, 397.5
2007-09-21,  16.0, 301.3, 374.3
2007-09-22,  14.9, 276.8, 349.6
2007-09-23,  12.4, 254.9, 351.5
2007-09-24,  11.0, 299.1, 412.4
2007-09-25,  10.8, 304.1, 424.1
2007-09-26,  13.2, 302.5, 402.0
2007-09-27,  18.5, 297.0, 377.4
2007-09-28,  18.5, 295.7, 374.3
2007-09-29,  19.7, 271.8, 342.5
2007-09-30,  21.7, 247.0, 314.9
2007-10-01,  18.0, 302.6, 359.2
2007-10-02,  19.8, 304.4, 368.6
2007-10-03,  19.4, 305.1, 374.8
2007-10-04,  21.5, 308.3, 377.4
2007-10-05,  19.5, 312.4, 374.3
2007-10-06,  19.5, 273.2, 342.5
2007-10-07,  14.9, 243.9, 322.0
2007-10-08,  15.4, 290.9, 360.4
2007-10-09,  15.2, 306.7, 372.1
2007-10-10,  14.9, 303.8, 381.9
2007-10-11,  13.4, 307.1, 402.2
2007-10-12,  13.8, 306.6, 394.4
2007-10-13,  13.2, 274.6, 369.7
2007-10-14,  20.9, 244.0, 314.9
2007-10-15,  17.4, 245.6, 359.2
2007-10-16,  19.9, 287.1, 368.6
2007-10-17,  21.0, 297.9, 374.8
2007-10-18,  20.2, 301.7, 377.4
2007-10-19,  22.1, 308.5, 375.9
2007-10-20,  22.0, 282.1, 342.5
2007-10-21,  19.7, 245.1, 314.9
2007-10-22,  20.2, 299.4, 359.2
2007-10-23,  21.6, 309.6, 368.6
2007-10-24,  22.9, 316.1, 388.6
2007-10-25,  22.4, 321.4, 383.5
2007-10-26,  20.5, 315.8, 374.3
2007-10-27,  21.1, 280.7, 342.5
2007-10-28,  22.4, 253.9, 321.0
2007-10-29,  21.5, 311.3, 359.2
2007-10-30,  21.8, 316.6, 368.6
2007-10-31,  20.1, 311.2, 374.8
2007-11-01,  16.2, 293.8, 377.4
2007-11-02,  18.5, 299.0, 374.3
2007-11-03,  21.4, 276.7, 342.5
2007-11-04,  12.6, 246.0, 349.1
2007-11-05,  17.5, 292.5, 359.2
2007-11-06,  20.3, 305.5, 368.6
2007-11-07,  23.2, 320.1, 393.2
2007-11-08,  17.8, 313.2, 377.4
2007-11-09,  18.8, 304.9, 374.3
2007-11-10,  13.6, 272.6, 364.9
2007-11-11,  12.1, 244.3, 355.0
2007-11-12,  15.6, 289.5, 359.2
2007-11-13,  15.9, 301.2, 368.6
2007-11-14,  12.2, 297.8, 413.8
2007-11-15,  10.3, 293.7, 438.8
2007-11-16,  19.6, 295.3, 374.3
2007-11-17,  23.6, 287.3, 367.0
2007-11-18,  21.1, 265.6, 314.9
2007-11-19,  23.3, 318.3, 379.1
2007-11-20,  19.8, 325.1, 368.6
2007-11-21,  21.8, 329.1, 374.8
2007-11-22,  23.8, 335.4, 405.0
2007-11-23,  17.8, 309.7, 374.3
2007-11-24,  13.4, 270.4, 367.3
2007-11-25,  18.3, 252.3, 314.9
2007-11-26,  21.1, 309.5, 359.2
2007-11-27,  21.5, 321.2, 368.6
2007-11-28,  22.6, 329.7, 384.0
2007-11-29,  24.2, 344.2, 411.1
2007-11-30,  26.5, 351.6, 443.3
2007-12-01,  23.9, 316.6, 371.6
2007-12-02,  24.2, 278.3, 348.6
2007-12-03,  26.6, 347.5, 429.7
2007-12-04,  22.9, 334.1, 382.4
2007-12-05,  19.3, 306.8, 374.8
2007-12-06,  22.6, 315.6, 386.6
2007-12-07,  24.7, 323.9, 415.7
2007-12-08,  24.9, 283.6, 387.0
2007-12-09,  22.5, 268.1, 322.5
2007-12-10,  21.2, 315.1, 359.2
2007-12-11,  18.9, 314.3, 368.6
2007-12-12,  23.2, 329.0, 393.2
2007-12-13,  25.4, 348.7, 429.5
2007-12-14,  25.0, 339.9, 420.3
2007-12-15,  21.8, 291.8, 342.5
2007-12-16,  17.9, 262.1, 314.9
2007-12-17,  22.6, 319.4, 368.4
2007-12-18,  25.4, 339.5, 420.7
2007-12-19,  20.8, 341.7, 374.8
2007-12-20,  25.6, 353.5, 432.6
2007-12-21,  29.5, 365.8, 489.3
2007-12-22,  19.7, 321.8, 342.5
2007-12-23,  19.6, 282.7, 314.9
2007-12-24,  23.0, 282.5, 374.5
2007-12-25,  23.0, 245.2, 383.9
2007-12-26,  23.2, 314.6, 393.2
2007-12-27,  23.4, 323.2, 398.9
2007-12-28,  25.2, 329.9, 423.4
2007-12-29,  25.8, 313.6, 400.8
2007-12-30,  27.8, 291.8, 403.8
2007-12-31,  31.0, 315.7, 497.2
2008-01-01,  28.1, 283.9, 462.1
2008-01-02,  30.1, 354.6, 499.0
2008-01-03,  28.0, 355.6, 469.4
2008-01-04,  19.8, 324.4, 374.3
2008-01-05,  23.3, 306.1, 362.4
2008-01-06,  26.8, 295.1, 388.5
2008-01-07,  30.7, 361.5, 492.6
2008-01-08,  31.4, 385.2, 512.7
2008-01-09,  30.2, 381.4, 500.5
2008-01-10,  25.0, 348.2, 423.4
2008-01-11,  21.9, 308.6, 374.3
2008-01-12,  20.6, 284.5, 342.5
2008-01-13,  25.5, 273.7, 368.5
2008-01-14,  27.9, 349.6, 449.7
2008-01-15,  30.4, 381.0, 497.3
2008-01-16,  23.3, 341.6, 394.7
2008-01-17,  21.5, 327.0, 377.4
2008-01-18,  26.3, 331.0, 440.3
2008-01-19,  20.1, 301.5, 342.5
2008-01-20,  24.4, 264.4, 351.7
2008-01-21,  26.4, 320.6, 426.7
2008-01-22,  24.7, 321.2, 410.0
2008-01-23,  25.5, 321.1, 428.5
2008-01-24,  26.1, 331.4, 440.3
2008-01-25,  25.8, 334.4, 432.6
2008-01-26,  25.6, 297.6, 397.7
2008-01-27,  25.0, 268.7, 360.9
2008-01-28,  23.5, 317.5, 382.2
2008-01-29,  25.1, 323.9, 416.1
2008-01-30,  25.0, 322.7, 420.8
2008-01-31,  25.1, 327.4, 424.9
2008-02-01,  26.0, 331.9, 435.7
2008-02-02,  26.8, 306.8, 416.1
2008-02-03,  21.1, 268.9, 314.9
2008-02-04,  26.2, 332.8, 423.6
2008-02-05,  26.4, 351.2, 436.0
2008-02-06,  29.0, 365.2, 482.1
2008-02-07,  26.1, 355.1, 440.3
2008-02-08,  22.9, 328.5, 388.1
2008-02-09,  24.7, 293.6, 383.9
2008-02-10,  21.7, 260.4, 314.9
2008-02-11,  19.1, 297.8, 359.2
2008-02-12,  20.7, 308.1, 368.6
2008-02-13,  24.1, 322.7, 407.0
2008-02-14,  26.2, 341.9, 441.8
2008-02-15,  28.1, 354.1, 467.9
2008-02-16,  26.6, 325.4, 413.0
2008-02-17,  26.7, 306.8, 386.9
2008-02-18,  27.0, 356.9, 435.9
2008-02-19,  27.2, 355.0, 448.3
2008-02-20,  28.1, 367.8, 468.3
2008-02-21,  29.4, 369.3, 490.9
2008-02-22,  22.9, 342.5, 388.1
2008-02-23,  24.8, 306.8, 385.4
2008-02-24,  25.1, 281.9, 362.4
2008-02-25,  25.8, 329.9, 417.5
2008-02-26,  26.4, 342.0, 436.0
2008-02-27,  26.7, 344.9, 446.9
2008-02-28,  24.3, 337.0, 412.7
2008-02-29,  24.8, 338.4, 417.3
2008-03-01,  23.3, 303.6, 362.4
2008-03-02,  24.1, 273.3, 347.1
2008-03-03,  21.4, 313.2, 359.2
2008-03-04,  23.2, 319.7, 387.0
2008-03-05,  21.3, 321.7, 374.8
2008-03-06,  21.6, 318.6, 377.4
2008-03-07,  21.2, 317.9, 374.3
2008-03-08,  22.7, 295.5, 353.2
2008-03-09,  22.2, 269.6, 317.9
2008-03-10,  19.7, 305.2, 359.2
2008-03-11,  18.4, 308.0, 368.6
2008-03-12,  19.0, 312.4, 374.8
2008-03-13,  20.5, 315.9, 377.4
2008-03-14,  21.5, 319.2, 374.3
2008-03-15,  23.0, 305.4, 357.8
2008-03-16,  24.3, 271.8, 350.1
2008-03-17,  26.2, 331.8, 423.6
2008-03-18,  23.9, 341.3, 397.7
2008-03-19,  23.7, 343.1, 400.9
2008-03-20,  24.0, 327.9, 408.1
2008-03-21,  23.7, 284.4, 400.4
2008-03-22,  18.5, 268.8, 342.5
2008-03-23,  19.5, 247.2, 314.9
2008-03-24,  20.7, 261.3, 359.2
2008-03-25,  24.3, 318.4, 403.8
2008-03-26,  24.9, 326.9, 419.3
2008-03-27,  22.1, 314.6, 378.9
2008-03-28,  21.7, 307.9, 374.3
2008-03-29,  21.9, 281.6, 342.5
2008-03-30,  20.7, 256.3, 314.9
2008-03-31,  22.6, 301.4, 368.4
2008-04-01,  21.3, 301.7, 368.6
2008-04-02,  18.5, 260.1, 374.8
2008-04-03,  18.4, 295.0, 377.4
2008-04-04,  21.8, 304.0, 374.3
2008-04-05,  22.8, 288.0, 354.8
2008-04-06,  24.4, 260.2, 351.7
2008-04-07,  22.7, 310.8, 369.9
2008-04-08,  21.9, 311.8, 368.6
2008-04-09,  21.4, 314.6, 374.8
2008-04-10,  21.8, 319.7, 377.4
2008-04-11,  19.4, 318.7, 374.3
2008-04-12,  14.1, 284.6, 359.0
2008-04-13,  12.6, 259.6, 349.1
2008-04-14,  10.9, 307.9, 413.5
2008-04-15,  11.1, 316.6, 420.5
2008-04-16,  16.4, 314.7, 374.8
2008-04-17,  20.5, 310.4, 377.4
2008-04-18,  20.8, 309.8, 374.3
2008-04-19,  20.8, 287.8, 342.5
2008-04-20,  22.4, 263.3, 321.0
2008-04-21,  22.5, 309.0, 366.9
2008-04-22,  22.4, 316.2, 374.7
2008-04-23,  24.3, 319.6, 410.1
2008-04-24,  23.6, 321.7, 401.9
2008-04-25,  17.8, 317.4, 374.3
2008-04-26,  17.9, 288.4, 342.5
2008-04-27,  17.8, 262.4, 314.9
2008-04-28,  16.9, 309.1, 359.2
2008-04-29,  11.3, 319.9, 418.2
2008-04-30,  11.3, 320.7, 424.4
2008-05-01,  12.2, 260.6, 416.4
2008-05-02,  14.0, 306.6, 392.0
2008-05-03,  14.8, 291.9, 350.8
2008-05-04,  15.4, 266.9, 316.1
2008-05-05,  15.6, 311.2, 359.2
2008-05-06,  17.5, 314.3, 368.6
2008-05-07,  15.4, 315.3, 376.0
2008-05-08,  13.0, 318.0, 406.9
2008-05-09,  14.1, 315.9, 390.9
2008-05-10,  14.1, 292.5, 359.0
2008-05-11,  14.3, 265.7, 329.0
2008-05-12,  16.4, 307.9, 359.2
2008-05-13,  16.6, 313.0, 368.6
2008-05-14,  18.5, 312.2, 374.8
2008-05-15,  20.8, 309.6, 377.4
2008-05-16,  17.0, 311.2, 374.3
2008-05-17,  20.8, 286.4, 342.5
2008-05-18,  23.1, 260.1, 331.7
2008-05-19,  24.5, 312.2, 397.5
2008-05-20,  22.2, 317.6, 371.6
2008-05-21,  21.0, 321.0, 374.8
2008-05-22,  17.5, 321.3, 377.4
2008-05-23,  21.7, 320.8, 374.3
2008-05-24,  13.0, 292.8, 372.0
2008-05-25,  12.7, 265.9, 347.9
2008-05-26,  13.4, 319.2, 384.0
2008-05-27,  17.1, 326.6, 368.6
2008-05-28,  10.4, 346.8, 435.1
2008-05-29,   6.1, 358.1, 488.5
2008-05-30,   6.9, 358.8, 475.9
2008-05-31,   6.9, 333.5, 444.1
2008-06-01,   8.4, 308.7, 398.7
2008-06-02,  10.9, 352.3, 413.5
2008-06-03,  12.8, 350.0, 400.5
2008-06-04,  14.3, 345.3, 389.0
2008-06-05,  17.5, 331.4, 377.4
2008-06-06,  15.6, 328.1, 374.3
2008-06-07,  12.0, 306.2, 383.8
2008-06-08,  12.6, 279.9, 349.1
2008-06-09,  10.5, 339.7, 418.3
2008-06-10,   9.3, 350.1, 441.8
2008-06-11,  13.5, 345.7, 398.4
2008-06-12,  11.0, 339.5, 430.6
2008-06-13,  13.7, 335.1, 395.6
2008-06-14,  12.8, 311.3, 374.4
2008-06-15,  10.5, 288.3, 373.9
2008-06-16,  10.1, 296.6, 423.0
2008-06-17,  13.1, 341.2, 396.9
2008-06-18,   9.0, 353.2, 451.6
2008-06-19,  10.8, 362.3, 432.9
2008-06-20,   8.9, 369.0, 452.3
2008-06-21,  11.3, 337.5, 392.1
2008-06-22,   7.8, 316.0, 405.8
2008-06-23,   8.4, 365.9, 443.1
2008-06-24,  10.5, 369.7, 427.6
2008-06-25,  12.5, 360.4, 410.2
2008-06-26,  14.4, 355.0, 390.4
2008-06-27,  12.7, 353.4, 407.4
2008-06-28,  11.7, 323.4, 387.4
2008-06-29,  12.1, 299.7, 355.0
2008-06-30,  15.6, 337.3, 359.2
2008-07-01,  12.9, 345.1, 399.3
2008-07-02,  11.8, 350.3, 418.5
2008-07-03,   9.9, 347.7, 443.6
2008-07-04,  12.5, 345.3, 409.8
2008-07-05,  20.3, 301.8, 342.5
2008-07-06,  17.0, 272.6, 314.9
2008-07-07,  13.9, 327.8, 378.1
2008-07-08,  15.2, 327.3, 372.1
2008-07-09,  12.6, 285.3, 409.1
2008-07-10,  14.6, 330.5, 388.0
2008-07-11,  16.6, 330.3, 374.3
2008-07-12,  19.8, 291.7, 342.5
2008-07-13,  18.8, 262.7, 314.9
2008-07-14,  16.1, 309.7, 359.2
2008-07-15,  22.3, 314.3, 373.2
2008-07-16,  21.9, 312.3, 374.8
2008-07-17,  21.7, 313.0, 377.4
2008-07-18,  14.6, 316.9, 385.0
2008-07-19,  13.3, 299.1, 368.5
2008-07-20,  11.5, 278.1, 362.1
2008-07-21,  11.2, 342.7, 410.0
2008-07-22,  12.0, 347.1, 409.9
2008-07-23,   9.5, 349.6, 445.7
2008-07-24,  10.1, 347.8, 441.2
2008-07-25,   9.0, 342.6, 451.1
2008-07-26,  11.7, 315.4, 387.4
2008-07-27,  13.0, 285.6, 344.4
2008-07-28,  12.8, 336.9, 391.1
2008-07-29,  13.5, 339.1, 392.2
2008-07-30,  12.3, 342.5, 412.6
2008-07-31,  11.9, 338.0, 419.9
2008-08-01,  13.3, 337.0, 400.3
2008-08-02,  10.6, 317.5, 400.4
2008-08-03,   7.9, 293.0, 404.7
2008-08-04,  10.1, 348.4, 423.0
2008-08-05,  10.3, 344.9, 430.0
2008-08-06,  12.0, 339.2, 416.2
2008-08-07,  11.9, 334.7, 419.9
2008-08-08,   8.6, 340.9, 455.8
2008-08-09,  12.8, 307.3, 374.4
2008-08-10,  17.2, 270.6, 314.9
2008-08-11,  15.3, 319.8, 361.6
2008-08-12,  10.3, 336.0, 430.0
2008-08-13,   9.6, 340.3, 444.5
2008-08-14,  12.4, 334.4, 414.0
2008-08-15,  14.5, 330.3, 386.1
2008-08-16,  17.1, 298.7, 342.5
2008-08-17,  10.2, 276.5, 377.5
2008-08-18,   9.5, 283.1, 430.1
2008-08-19,  13.6, 332.2, 391.0
2008-08-20,  14.3, 333.8, 389.0
2008-08-21,  12.4, 331.9, 414.0
2008-08-22,  13.1, 328.0, 402.7
2008-08-23,  13.2, 300.1, 369.7
2008-08-24,  14.7, 269.3, 324.3
2008-08-25,  12.6, 318.0, 393.5
2008-08-26,  18.0, 318.1, 368.6
2008-08-27,  16.2, 319.3, 374.8
2008-08-28,  12.4, 330.8, 414.0
2008-08-29,  12.9, 325.0, 405.0
2008-08-30,  15.5, 293.5, 342.5
2008-08-31,  19.4, 262.0, 314.9
2008-09-01,  19.4, 308.4, 359.2
2008-09-02,  21.5, 312.3, 368.6
2008-09-03,  11.9, 321.3, 417.3
2008-09-04,   9.7, 331.8, 445.9
2008-09-05,   8.9, 344.1, 452.3
2008-09-06,   6.4, 326.1, 450.0
2008-09-07,  11.6, 282.8, 360.9
2008-09-08,  12.3, 323.8, 397.0
2008-09-09,  16.0, 326.3, 368.6
2008-09-10,  14.7, 326.0, 384.3
2008-09-11,  16.0, 325.7, 377.4
2008-09-12,  10.9, 326.5, 428.7
2008-09-13,  12.5, 301.4, 377.9
2008-09-14,  11.2, 275.1, 365.7
2008-09-15,  11.7, 321.8, 404.1
2008-09-16,  11.8, 325.8, 412.3
2008-09-17,  15.4, 321.2, 376.0
2008-09-18,  15.8, 320.1, 377.4
2008-09-19,  14.5, 321.1, 386.1
2008-09-20,  12.6, 297.5, 376.8
2008-09-21,  14.0, 271.3, 332.6
2008-09-22,  16.4, 312.0, 359.2
2008-09-23,  17.7, 314.2, 368.6
2008-09-24,  17.5, 310.1, 374.8
2008-09-25,  18.0, 312.5, 377.4
2008-09-26,  17.9, 318.3, 374.3
